lat,lon,netrad
79.25,-83.75,-15.448113465437189
79.25,-83.25,-15.869720532956126
79.25,-82.75,-15.82541029824489
79.25,-82.25,-15.742685190128828
79.25,-81.75,-15.519949074243794
79.25,-81.25,-15.845841376533876
79.25,-80.75,-15.745750515054162
79.25,-80.25,-15.240524732221909
79.25,-79.75,-15.411760501947738
79.25,-79.25,-15.145978402343214
79.25,-78.75,-15.128744597902893
79.25,-78.25,-14.788032287008276
79.25,-77.75,-14.70705260482376
79.25,-77.25,-15.579994831410884
79.25,-76.75,-16.514818121248283
79.25,-76.25,-17.367041939715428
79.25,-75.75,-16.79695302106866
79.25,-75.25,-17.318438183940234
79.25,94.75,-17.2108857145396
79.25,95.25,-17.130332423376355
79.25,95.75,-17.14370231534232
79.25,96.25,-18.45167234124673
79.25,96.75,-17.284061380848872
79.25,97.25,-21.62959865367325
79.25,97.75,-20.59944929644501
79.25,98.25,-18.93344626886439
79.25,98.75,-19.270100295443946
79.25,99.25,-18.63992652811827
79.25,99.75,-17.670630257746918
79.25,101.75,-14.728737210437611
79.25,102.25,-13.89670248384041
79.25,102.75,-13.69760344614895
78.75,-110.75,-23.046816367056806
78.75,-104.75,-22.56898254867279
78.75,-104.25,-22.406953879877246
78.75,-103.75,-24.49086333600046
78.75,-103.25,-24.46677309519924
78.75,-102.75,-24.371217718130577
78.75,-102.25,-24.50469796787377
78.75,-101.75,-24.39979286675336
78.75,-101.25,-24.212072543852585
78.75,-100.75,-24.196029779449166
78.75,-100.25,-24.154285499694726
78.75,-97.75,-23.37436546149366
78.75,-97.25,-23.35782189448078
78.75,-96.75,-22.832377546288
78.75,-93.75,-21.153903454110225
78.75,-93.25,-20.583178852445062
78.75,-92.75,-20.60820605537602
78.75,-92.25,-20.56021634480991
78.75,-91.75,-20.526566439710898
78.75,-91.25,-20.133173513989846
78.75,-90.75,-19.123691567764574
78.75,-90.25,-19.54658037761267
78.75,-89.75,-18.883204066152082
78.75,-89.25,-18.6673923177804
78.75,-88.75,-18.07660138822761
78.75,-88.25,-18.113991985545518
78.75,-87.75,-17.140641541312363
78.75,-87.25,-16.73704454008036
78.75,-86.75,-16.398954176598938
78.75,-86.25,-16.956346467550343
78.75,-85.75,-17.182067864069893
78.75,-85.25,-17.56201073344395
78.75,-84.75,-17.944489781511066
78.75,-84.25,-17.631534077692667
78.75,-83.75,-17.552463772110162
78.75,-83.25,-17.33556175759738
78.75,-82.75,-17.78401944715822
78.75,-82.25,-17.46516303063621
78.75,-81.75,-17.217359038982067
78.75,-81.25,-16.97844655182319
78.75,-80.75,-16.182392916545133
78.75,-80.25,-15.974255664944621
78.75,-79.75,-16.820878840356137
78.75,-79.25,-17.20783831150026
78.75,-78.75,-18.046294922596406
78.75,-78.25,-18.34092623459771
78.75,-77.75,-17.65437115317239
78.75,-77.25,-17.969428565177296
78.75,-76.75,-18.668424690835838
78.75,-76.25,-19.353038339738465
78.75,-75.75,-19.341548378593572
78.75,-75.25,-18.912559915547916
78.75,97.75,-21.446535508952433
78.75,98.25,-16.192557882818534
78.75,98.75,-16.828659714038295
78.75,99.25,-17.168940878876754
78.75,100.75,-23.6173351619421
78.75,101.25,-23.48390428447225
78.75,101.75,-22.766202225137388
78.75,102.25,-21.71499149054206
78.75,102.75,-19.256160994948907
78.75,103.25,-22.43019218481036
78.75,103.75,-18.595018972579098
78.75,104.25,-14.972753694423862
78.75,104.75,-14.073376397606907
78.25,-111.75,-22.925752457870914
78.25,-111.25,-23.05269884050882
78.25,-110.75,-22.967709624718744
78.25,-110.25,-23.00934240656864
78.25,-109.75,-22.994020781021305
78.25,-103.25,-23.850934892303087
78.25,-102.75,-23.852216755560185
78.25,-102.25,-23.589262065840025
78.25,-101.75,-23.638282783031052
78.25,-101.25,-23.788738640892948
78.25,-100.75,-23.80185363522274
78.25,-100.25,-23.720904987213906
78.25,-99.75,-23.41179120207729
78.25,-99.25,-23.235706614938945
78.25,-97.75,-23.227919067435316
78.25,-97.25,-23.30528944110596
78.25,-96.75,-23.035399902346725
78.25,-96.25,-23.02915264009648
78.25,-95.75,-23.169660288622133
78.25,-95.25,-22.7105219481377
78.25,-92.25,-20.31680682066794
78.25,-91.75,-21.939371162386173
78.25,-91.25,-21.64241406619913
78.25,-90.75,-21.785150128558875
78.25,-90.25,-20.778659473940117
78.25,-89.75,-21.454800180459024
78.25,-89.25,-20.774957825323888
78.25,-88.75,-19.71318995718061
78.25,-87.25,-16.996646793581082
78.25,-86.75,-9.20206249138134
78.25,-86.25,-17.21764363545159
78.25,-85.75,-17.06164167862689
78.25,-85.25,-17.468750358168133
78.25,-84.75,-16.625399178879082
78.25,-84.25,-16.18571803063023
78.25,-83.75,-17.349617068071602
78.25,-83.25,-17.553054253250316
78.25,-82.75,-17.3688039377262
78.25,-82.25,-16.851307939315863
78.25,-81.75,-16.582275636563235
78.25,-81.25,-16.965529741134215
78.25,-80.75,-16.94165718769246
78.25,-80.25,-16.651150722402413
78.25,-79.75,-18.049600017209684
78.25,-79.25,-18.54120569685763
78.25,-78.75,-19.16419208145084
78.25,-78.25,-19.601869677028333
78.25,-77.75,-20.093311776431058
78.25,-77.25,-20.68638031658606
78.25,-76.75,-21.40586768286914
78.25,-76.25,-21.842287957806573
78.25,-75.75,-21.318624093791172
78.25,99.75,-18.78526060160905
78.25,100.25,-23.099537196618662
78.25,100.75,-23.79052165885618
78.25,101.25,-20.2519698287275
78.25,101.75,-19.990491817888113
78.25,102.25,-19.142050664087733
78.25,102.75,-19.354534176453758
78.25,103.25,-18.562272443872057
78.25,103.75,-18.59397989949523
78.25,104.25,-12.656649951800805
77.75,-114.25,-23.752072941271717
77.75,-112.75,-24.13752640603123
77.75,-112.25,-24.113807950364862
77.75,-111.75,-23.38874814588309
77.75,-111.25,-23.147731697757376
77.75,-110.75,-23.234417148097183
77.75,-110.25,-23.166040568064407
77.75,-105.25,-21.983483048996693
77.75,-101.75,-21.57014802592588
77.75,-99.75,-21.89279823214486
77.75,-96.25,-20.61401748596957
77.75,-95.25,-22.149884070359153
77.75,-94.75,-21.724197005045696
77.75,-94.25,-21.319856220739
77.75,-93.75,-20.614437660576158
77.75,-87.75,-17.32500295305714
77.75,-87.25,-16.98050759368807
77.75,-86.75,-16.25365998580683
77.75,-86.25,-7.896960938179582
77.75,-85.25,-5.533240765841526
77.75,-84.75,-14.291155846349557
77.75,-84.25,-15.166721692432116
77.75,-83.75,-16.00592225078957
77.75,-83.25,-15.88419058698842
77.75,-82.75,-16.352388306359547
77.75,-82.25,-16.551111523342854
77.75,-81.75,-15.982650178447916
77.75,-81.25,-17.6679326811725
77.75,-80.75,-17.45395126671506
77.75,-80.25,-17.8419289553347
77.75,-79.75,-18.703986951796242
77.75,-79.25,-19.41759521164952
77.75,-78.75,-20.11434938791343
77.75,-78.25,-16.124346469738242
77.75,104.25,-15.107348328200118
77.25,-118.75,-22.94791859640471
77.25,-118.25,-22.86962627558526
77.25,-117.75,-23.07457541008937
77.25,-117.25,-22.917158319329022
77.25,-116.75,-23.10072175757004
77.25,-116.25,-23.073844261589958
77.25,-106.25,-9.40701766398162
77.25,-105.25,-21.053223534979743
77.25,-104.75,-21.65524404257392
77.25,-95.75,-22.02226839364427
77.25,-95.25,-21.697506045871766
77.25,-90.75,-17.710070236312582
77.25,-90.25,-18.725488646896768
77.25,-87.75,-17.196007357367293
77.25,-87.25,-16.34158992930327
77.25,-86.75,-16.53763797179626
77.25,-86.25,-16.514084445119373
77.25,-85.75,-7.1326631918106145
77.25,-85.25,-7.337765029129088
77.25,-84.75,-7.507714402156651
77.25,-84.25,-6.784115020535275
77.25,-83.75,-16.01557077029451
77.25,-83.25,-16.493198751770407
77.25,-82.75,-16.750607580361056
77.25,-82.25,-16.553825655092584
77.25,-81.75,-16.53351247180038
77.25,-81.25,-17.44233150065616
77.25,-80.75,-17.95970261583689
77.25,-80.25,-18.421370929310328
77.25,-79.75,-19.087243348974617
77.25,-79.25,-19.917815760673832
77.25,101.75,-17.951067809925856
77.25,102.25,-12.123594315585606
77.25,102.75,-12.29007702996254
77.25,103.25,-11.661796338857137
77.25,103.75,-11.950710711956294
77.25,104.25,-13.980797724550651
77.25,104.75,-13.269081991154486
77.25,105.25,-12.82563903534141
77.25,105.75,-12.52157952416043
76.75,-120.75,-22.975787802850608
76.75,-120.25,-22.818931135952845
76.75,-119.75,-23.991028201873043
76.75,-119.25,-24.167637547677266
76.75,-118.75,-24.074451363293406
76.75,-118.25,-23.99222199773463
76.75,-117.75,-23.840961758875192
76.75,-117.25,-23.99039126348908
76.75,-116.75,-23.69596318261207
76.75,-116.25,-23.677563038622324
76.75,-114.75,-22.34079413307481
76.75,-114.25,-22.44060777964815
76.75,-109.25,-23.754281540910835
76.75,-108.75,-23.53064896572532
76.75,-100.75,-18.118292890852878
76.75,-99.75,-21.761953778602518
76.75,-96.75,-22.308151889960783
76.75,-96.25,-22.21500624193665
76.75,-95.75,-21.652283048787393
76.75,-95.25,-21.34024212617927
76.75,-94.75,-20.90306739354465
76.75,-94.25,-20.463091882514938
76.75,-93.75,-20.54079900607796
76.75,-91.75,-20.51992269169146
76.75,-90.25,-18.878680511535016
76.75,-89.75,-18.416574931701494
76.75,-89.25,-18.67904938638895
76.75,-88.75,-18.870994253410828
76.75,-88.25,-17.83341930990969
76.75,-87.75,-19.262423910277363
76.75,-87.25,-18.81233697327804
76.75,-86.75,-18.595333545664683
76.75,-86.25,-18.798687554803443
76.75,-85.75,-18.68041324927472
76.75,-85.25,-18.646646084820393
76.75,-84.75,-18.013280698899553
76.75,-84.25,-17.283851030548522
76.75,-83.75,-17.97920926320232
76.75,-83.25,-18.163512827372244
76.75,-82.75,-18.579958596724815
76.75,-82.25,-18.34002600844469
76.75,-81.75,-18.017696378827395
76.75,-81.25,-18.49567590286594
76.75,-80.75,-18.983498863870548
76.75,-80.25,-19.681566726254317
76.75,-79.75,-20.816731641421093
76.75,-79.25,-20.877821569587056
76.75,-78.75,-21.120586335582594
76.75,-78.25,-21.10241073022094
76.75,66.25,-17.657035248227324
76.75,66.75,-19.570750727238128
76.75,67.25,-19.482268524448553
76.75,67.75,-19.83120354336996
76.75,68.25,-24.896121769286264
76.75,68.75,-15.522132489185761
76.75,101.25,-19.197755885693233
76.75,101.75,-18.60977701483923
76.75,102.25,-18.667359183508058
76.75,102.75,-13.704782198912273
76.75,103.25,-13.29486502306538
76.75,103.75,-13.511133878063678
76.75,104.25,-14.24856123963901
76.75,104.75,-18.84945236768798
76.75,105.25,-14.090827571192612
76.75,105.75,-14.27685075650075
76.75,106.25,-13.768010678053358
76.75,106.75,-13.283397960643775
76.75,107.25,-13.408329913611649
76.75,108.25,-12.395140886227853
76.75,108.75,-12.574108252262373
76.75,109.25,-13.693460545616706
76.75,109.75,-14.23182296881535
76.75,110.25,-13.891960936981889
76.75,110.75,-12.885257290986626
76.75,111.25,-13.286187653610192
76.25,-122.25,-22.39012018240429
76.25,-121.75,-22.362171651776467
76.25,-121.25,-22.355690542329143
76.25,-120.75,-22.414500603554885
76.25,-120.25,-22.602641025541633
76.25,-119.75,-23.551194899158904
76.25,-119.25,-22.65696170847547
76.25,-117.75,-22.671274896352298
76.25,-116.25,-22.585452247265643
76.25,-115.75,-21.86139309604269
76.25,-115.25,-21.70089624747975
76.25,-114.75,-21.26238519133586
76.25,-114.25,-21.49881970579108
76.25,-113.75,-21.694657104487714
76.25,-113.25,-22.223710102696693
76.25,-112.75,-22.113299319715303
76.25,-109.75,-23.370799834889617
76.25,-109.25,-23.353518081617143
76.25,-108.75,-23.71041217436504
76.25,-108.25,-23.41047231067118
76.25,-104.25,-9.452249004372781
76.25,-103.75,-21.743837352463107
76.25,-103.25,-22.125575965126405
76.25,-102.75,-22.187154641693017
76.25,-101.75,-21.91979542683352
76.25,-101.25,-21.84275228611804
76.25,-100.75,-21.97726621940436
76.25,-100.25,-21.843459726928852
76.25,-99.75,-22.068864855914956
76.25,-99.25,-22.111060861750406
76.25,-98.75,-22.242529233116
76.25,-98.25,-22.28338459887945
76.25,-97.75,-22.27454029030893
76.25,-95.25,-22.25920821508823
76.25,-94.75,-22.0775305814473
76.25,-94.25,-21.5878708901671
76.25,-93.75,-20.425270954190676
76.25,-92.75,-20.642391912610144
76.25,-92.25,-20.357704169507993
76.25,-91.75,-20.07627523893907
76.25,-91.25,-19.437003607019044
76.25,-90.75,-19.765292843524044
76.25,-90.25,-20.287883570846414
76.25,-89.75,-18.030637956675257
76.25,-85.25,-14.738889051964843
76.25,-80.75,-19.834728683466828
76.25,-80.25,-20.302832091528593
76.25,-79.75,-20.93872164150954
76.25,-79.25,-18.56950856304674
76.25,61.25,-11.970391922150199
76.25,61.75,-13.292980333504033
76.25,62.25,-13.79788264368009
76.25,62.75,-14.389548926948368
76.25,63.25,-15.681230132331766
76.25,63.75,-16.389450016642325
76.25,64.25,-17.70475854139892
76.25,64.75,-17.87378564768836
76.25,65.25,-18.377219647425687
76.25,65.75,-20.01441678686602
76.25,66.25,-21.3908164173141
76.25,66.75,-17.37977250149144
76.25,67.25,-15.698060101468897
76.25,67.75,-16.227549520698457
76.25,68.25,-12.911484458496716
76.25,95.25,-7.990156314054943
76.25,95.75,-9.248979974589822
76.25,96.25,-12.467876407067074
76.25,98.75,-12.03626647704828
76.25,99.25,-11.959047145588507
76.25,99.75,-10.915554000298542
76.25,100.25,-14.764800510558288
76.25,100.75,-17.994924564243174
76.25,101.25,-16.51205875847217
76.25,101.75,-15.46248535967549
76.25,102.25,-13.672332582209972
76.25,102.75,-12.019728168958078
76.25,103.25,-12.608841399389462
76.25,103.75,-11.24261281025385
76.25,104.25,-12.305985251283854
76.25,104.75,-12.726593417973977
76.25,105.25,-13.137766957286622
76.25,105.75,-12.862711454973464
76.25,106.25,-11.67458375048842
76.25,106.75,-11.324307397281132
76.25,107.25,-11.651571474989048
76.25,107.75,-11.682777826007946
76.25,108.25,-11.780004497331031
76.25,108.75,-11.350485933275728
76.25,109.25,-11.742337559437
76.25,109.75,-11.35583150009429
76.25,110.25,-10.628721404613433
76.25,110.75,-10.292810543314339
76.25,111.25,-9.965795882808436
76.25,111.75,-7.04867532021521
76.25,112.25,-6.876177323765987
76.25,112.75,-5.952593096349794
76.25,113.25,-6.203359886403433
75.75,-118.75,-21.766002317909294
75.75,-118.25,-21.473972063511123
75.75,-116.75,-20.80813030682055
75.75,-116.25,-20.541688880816498
75.75,-115.75,-21.002499093582355
75.75,-115.25,-20.741861556592312
75.75,-114.75,-20.568331115660875
75.75,-114.25,-20.872233929227775
75.75,-113.75,-21.19590843422898
75.75,-113.25,-21.17976263999989
75.75,-112.75,-21.205523237867556
75.75,-112.25,-21.541348378216576
75.75,-111.75,-22.26082551037239
75.75,-109.75,-24.200515495207657
75.75,-109.25,-24.40056313760307
75.75,-108.75,-24.570483007196515
75.75,-108.25,-24.513420467874056
75.75,-107.75,-23.73532576267537
75.75,-107.25,-23.795310813825676
75.75,-106.75,-23.617792222859958
75.75,-106.25,-23.535919286443445
75.75,-105.75,-23.68032181053584
75.75,-102.75,-19.09415884497343
75.75,-102.25,-22.409564967931527
75.75,-101.75,-22.547233472371005
75.75,-101.25,-17.367549753903294
75.75,-100.75,-22.07330339144353
75.75,-100.25,-22.037423941979508
75.75,-99.75,-21.997346480041585
75.75,-99.25,-21.64682421623078
75.75,-98.75,-21.699006768715368
75.75,-98.25,-22.362196875286774
75.75,-97.75,-21.86192183357366
75.75,-94.75,-22.549855279919864
75.75,-92.25,-18.81115193875046
75.75,-91.75,-19.070752308063057
75.75,-91.25,-20.046792845959203
75.75,-90.75,-18.8785686567961
75.75,-90.25,-17.98613334566124
75.75,-89.75,-9.025715499068816
75.75,-84.25,-18.067871540582782
75.75,-83.75,-17.945452210438518
75.75,-83.25,-17.196998656383848
75.75,-82.75,-19.990304260433064
75.75,-82.25,-20.16995494376295
75.75,-81.75,-20.55085302239047
75.75,-81.25,-20.32816489061852
75.75,58.75,-14.801537999750664
75.75,59.25,-16.128141470318194
75.75,59.75,-17.60903424070494
75.75,60.25,-18.776530187935958
75.75,60.75,-21.586841518620812
75.75,61.25,-21.819088760810825
75.75,61.75,-20.91373749772908
75.75,62.25,-19.92557020571219
75.75,62.75,-19.825266328610333
75.75,63.25,-18.33141987538287
75.75,63.75,-17.629583776475744
75.75,64.25,-16.407584899714244
75.75,64.75,-14.654899300194682
75.75,91.75,-13.088616737474588
75.75,92.25,-15.645274655218863
75.75,92.75,-16.667846932023835
75.75,93.25,-16.16658877805136
75.75,93.75,-14.189282203572326
75.75,94.25,-14.111973160010088
75.75,94.75,-16.72503581947052
75.75,95.25,-14.250726670817528
75.75,95.75,-13.623035951595988
75.75,96.25,-13.368092811246196
75.75,96.75,-13.272340870202395
75.75,97.25,-14.127017682139165
75.75,97.75,-14.17752525980913
75.75,98.25,-14.648304208943337
75.75,98.75,-14.578787673479773
75.75,99.25,-13.594298217569538
75.75,99.75,-12.255700383379398
75.75,100.25,-13.596048182638068
75.75,100.75,-13.322139700770084
75.75,101.25,-13.192315688983268
75.75,101.75,-13.285654673398135
75.75,102.25,-13.214362762425132
75.75,102.75,-12.672336090526123
75.75,103.25,-12.815665039359175
75.75,103.75,-12.863172982886688
75.75,104.25,-12.509912559298904
75.75,104.75,-12.460902890086853
75.75,105.25,-17.368351285833917
75.75,105.75,-11.690267390958589
75.75,106.25,-11.624068113785828
75.75,106.75,-11.593408233353447
75.75,107.25,-10.765382162485945
75.75,107.75,-11.168082652989845
75.75,108.25,-11.054427792317863
75.75,108.75,-11.370098025475276
75.75,109.25,-10.941520918395614
75.75,109.75,-10.63364201108698
75.75,110.25,-9.55476411624798
75.75,110.75,-9.236895479102557
75.75,111.25,-9.213402929598502
75.75,111.75,-8.565163697443175
75.75,112.25,-6.262348329529182
75.75,112.75,-4.650011826251458
75.75,113.25,-5.650722572444394
75.75,113.75,-5.249024168167409
75.75,135.75,-0.4919595027520458
75.75,137.25,-7.145477202691318
75.75,137.75,-9.123089174716867
75.75,138.25,-7.563458732985829
75.75,138.75,-7.737946757288562
75.75,139.25,-8.838679282394594
75.75,139.75,-9.377148297858135
75.75,140.25,-6.534739326027129
75.75,140.75,-10.687906179376334
75.75,141.25,-10.989393398651885
75.75,141.75,-9.860963915482884
75.75,142.25,-9.34351691248419
75.75,142.75,-8.413935396439982
75.75,143.25,-9.455532307633689
75.75,143.75,-10.633991923635541
75.75,144.25,-7.338428495017602
75.25,-117.25,-20.37637593127203
75.25,-116.75,-20.333156851755213
75.25,-116.25,-19.93948065883453
75.25,-115.75,-20.745746546005556
